Swanton Charles missing string,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SITE,FREQ,TREAT,REP,aircar,anaarv,anamin,avebar,bare,brach,brassp,brimaj,bromin,brocar,brodia,broter,calcil,camova,carex,cerglo,chamisonia,cirarv,cynech,dancal,dung,erobot,erocic,eromos,esccal,gerdis,horbra,hypgla,hyprad,junbuf,linbie,junocc,junpha,lolmul,madsat,phaaqu,naspul,plalan,poaann,rumace,rumpul,scikoi,sonole,stenit,shearv,sisbel,thatch,triang,tridub,trisub,vicia,vulpsp,hormur,hollan,rumcri,spearv,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL3,SD,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,GRA,none,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CON,none,3,0,0,0,92.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.125,0,0,0,0,0,0,6.25,0,0,0,0,4.6875,0,0,0,0,106.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CON,none,2,0,0,0,81.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,6.25,0,0,0,0,6.25,0,0,4.6875,0,117.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CON,none,1,0,0,0,75,0,0,0,0,0,0,6.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.375,0,0,0,0,0,0,0,0,0,0,0,0,0,6.25,0,0,0,0,0,0,4.6875,0,0,0,3.125,21.875,0,0,4.6875,0,131.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,GRA,none,6,0,0,0,0,1.5625,0,0,0,0,12.5,7.8125,0,0,0,0,0,0,0,0,0,1.5625,54.6875,0,0,0,0,12.5,0,1.5625,0,1.5625,0,0,0,0,0,0,0,4.6875,12.5,0,0,0,0,0,0,1.5625,0,0,20.3125,0,6.25,0,0,0,1.5625,140.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL3,RE,3,0,1.5625,0,0,3.125,0,0,0,0,4.6875,0,0,0,0,0,0,0,0,0,25,0,0,0,35.9375,0,6.25,0,0,0,0,0,0,0,4.6875,0,0,0,31.25,0,3.125,0,0,0,0,1.5625,0,0,0,0,35.9375,0,0,0,0,0,0,153.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,GRA,none,1,3.125,0,0,4.6875,1.5625,0,0,0,0,3.125,0,0,0,0,0,0,0,0,0,0,0,0,0,48.4375,0,3.125,9.375,0,3.125,0,0,0,0,14.0625,0,0,0,0,1.5625,6.25,0,0,0,0,0,0,0,0,4.6875,37.5,0,15.625,0,0,0,0,156.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,GRA,none,3,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,1.5625,0,0,0,0,0,0,0,0,0,53.125,0,0,10.9375,0,0,0,0,0,0,12.5,0,0,0,3.125,3.125,6.25,0,0,0,0,0,0,0,0,1.5625,51.5625,0,15.625,0,0,0,0,160.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL2,LL,3,0,0,0,90.625,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57.8125,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,0,0,0,0,0,0,0,0,0,4.6875,0,18.75,0,0,0,0,185.9375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,GRA,none,2,0,0,0,0,0,0,0,0,0,0,12.5,0,0,0,0,0,0,0,0,0,0,0,0,73.4375,0,4.6875,12.5,0,0,0,0,0,0,12.5,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,28.125,0,37.5,0,0,0,0,189.0625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,GRA,none,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,73.4375,0,0,29.6875,0,3.125,0,0,0,0,10.9375,0,0,0,0,1.5625,7.8125,0,0,0,0,0,0,0,1.5625,0,32.8125,0,29.6875,0,0,0,0,190.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL2,LL,2,0,0,0,18.75,0,0,0,0,0,0,64.0625,0,0,0,0,0,0,0,0,0,0,1.5625,0,3.125,0,35.9375,0,0,0,0,0,0,0,0,0,0,0,18.75,0,6.25,0,0,0,0,0,0,1.5625,0,0,0,0,39.0625,3.125,0,0,0,192.1875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL1,RE,1,0,0,0,0,0,0,0,0,0,1.5625,10.9375,0,0,0,0,0,0,0,0,34.375,0,0,0,0,0,1.5625,0,0,1.5625,0,0,0,0,0,0,0,0,76.5625,1.5625,18.75,0,0,0,0,0,0,6.25,0,3.125,35.9375,0,4.6875,0,0,0,0,196.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL2,RE,2,0,0,0,40.625,0,0,0,0,0,0,7.8125,0,0,0,0,0,0,0,0,0,0,64.0625,0,17.1875,0,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,0,14.0625,0,0,0,0,0,0,0,0,0,35.9375,0,15.625,0,0,0,0,196.875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL3,RE,2,4.6875,0,0,1.5625,0,0,0,0,0,3.125,0,0,0,0,0,0,0,0,1.5625,32.8125,0,1.5625,0,23.4375,0,3.125,0,0,12.5,0,0,0,0,0,0,0,0,28.125,6.25,23.4375,0,0,0,0,0,0,0,0,0,59.375,0,14.0625,0,0,0,0,215.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL1,LL,1,0,0,0,42.1875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10.9375,0,0,0,14.0625,0,4.6875,0,0,0,0,0,0,0,6.25,0,0,0,48.4375,0,7.8125,0,0,0,0,0,0,0,1.5625,0,59.375,3.125,34.375,0,0,0,0,232.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL1,LL,2,0,0,0,29.6875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,10.9375,0,0,0,0,0,0,0,1.5625,0,0,0,35.9375,0,7.8125,0,0,0,0,0,0,0,1.5625,4.6875,57.8125,1.5625,56.25,0,0,0,0,232.8125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SWANTON,CL2,RE,1,0,0,0,0,0,0,0,0,0,0,17.1875,0,0,0,0,0,0,0,0,0,0,1.5625,0,31.25,0,7.8125,0,0,0,0,0,0,0,0,0,0,0,32.8125,0,0,0,0,0,0,0,0,0,0,7.8125,64.0625,0,46.875,0,28.125,0,0,237.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
